InputID,TargetID
I187p,I188p
I187p,I223p
I187p,I224p
I187p,I225p
I187p,I227p
I187p,I228p
I188p,I186p
I188p,I187p
I188p,I189p
I188p,I192p
I188p,I225p
I188p,I227p
I188p,I228p
I188p,I229p
I188p,I233p
I188p,I235p
I189p,I154a
I189p,I155p
I189p,I156p
I189p,I158p
I189p,I186p
I189p,I188p
I189p,I190p
I189p,I192p
I189p,I228p
I189p,I229p
I190p,I157p
I190p,I158p
I190p,I159p
I190p,I163p
I190p,I189p
I190p,I192p
I190p,I193p
I190p,I195p
I190p,I196a
I190p,I229p
I192p,I158p
I192p,I186p
I192p,I188p
I192p,I189p
I192p,I190p
I192p,I193p
I192p,I228p
I192p,I229p
I192p,I233p
I192p,I237p
I193p,I190p
I193p,I192p
I193p,I195p
I193p,I228p
I193p,I229p
I193p,I231p
I193p,I237p
I193p,I239p
I193p,I240p
I193p,I244p
I195p,I159p
I195p,I163p
I195p,I164p
I195p,I190p
I195p,I193p
I195p,I196a
I195p,I200p
I195p,I201p
I195p,I231p
I195p,I240p
I196a,I159p
I196a,I160p
I196a,I161p
I196a,I163p
I196a,I164p
I196a,I195p
I196a,I200p
I196a,I201p
I196a,I240p
I196a,I242p
I198p,I162p
I198p,I164p
I198p,I165p
I198p,I166p
I198p,I169p
I198p,I203p
I198p,I204p
I198p,I205p
I198p,I243p
I198p,I251a
I200p,I164p
I200p,I195p
I200p,I196a
I200p,I201p
I200p,I231p
I200p,I240p
I200p,I241p
I200p,I242p
I200p,I244p
I200p,I248p
I201p,I195p
I201p,I196a
I201p,I200p
I201p,I231p
I201p,I240p
I201p,I241p
I201p,I242p
I201p,I244p
I201p,I245p
I201p,I248p
I203p,I169p
I203p,I198p
I203p,I204p
I203p,I205p
I203p,I242p
I203p,I243p
I203p,I248p
I203p,I249p
I203p,I251a
I203p,I251p
I204p,I165p
I204p,I169p
I204p,I170p
I204p,I198p
I204p,I203p
I204p,I205p
I204p,I206p
I204p,I243p
I204p,I251a
I204p,I251p
I205p,I169p
I205p,I170p
I205p,I198p
I205p,I203p
I205p,I204p
I205p,I206p
I205p,I208p
I205p,I251a
I205p,I252p
I205p,I253p
I206p,I168p
I206p,I169p
I206p,I170p
I206p,I171p
I206p,I204p
I206p,I205p
I206p,I208p
I206p,I209p
I206p,I253p
I206p,I258p
I208p,I170p
I208p,I205p
I208p,I206p
I208p,I209p
I208p,I212p
I208p,I253p
I208p,I254p
I208p,I256a
I208p,I257p
I208p,I258p
I209p,I170p
I209p,I171p
I209p,I173p
I209p,I174p
I209p,I175p
I209p,I206p
I209p,I208p
I209p,I210p
I209p,I212p
I209p,I258p
I210p,I171p
I210p,I173p
I210p,I174p
I210p,I175p
I210p,I209p
I210p,I212p
I210p,I213p
I210p,I214p
I210p,I258p
I210p,I259p
I212p,I174p
I212p,I175p
I212p,I209p
I212p,I210p
I212p,I213p
I212p,I214p
I212p,I258p
I212p,I259p
I212p,I260b
I212p,I262p
I213p,I175p
I213p,I210p
I213p,I212p
I213p,I214p
I213p,I215p
I213p,I259p
I213p,I260a
I213p,I260b
I213p,I262p
I213p,I265p
I214p,I175p
I214p,I181p
I214p,I212p
I214p,I213p
I214p,I215p
I214p,I259p
I214p,I260a
I214p,I260b
I214p,I265p
I214p,I272p
I215p,I175p
I215p,I177p
I215p,I181p
I215p,I213p
I215p,I214p
I215p,I216p
I215p,I265p
I215p,I268p
I215p,I272p
I215p,I274p
I216p,I181p
I216p,I214p
I216p,I215p
I216p,I265p
I216p,I268p
I216p,K247p
I216p,K249p
I216p,K279p
I216p,K286p
I216p,K287p
I223p,H123p
I223p,I184p
I223p,I185p
I223p,I187p
I223p,I188p
I223p,I224p
I223p,I225p
I223p,I227p
I223p,O002p
I223p,O007p
I224p,H123p
I224p,I187p
I224p,I223p
I224p,I225p
I224p,I227p
I224p,O002p
I224p,O005p
I224p,O006p
I224p,O007p
I224p,O011p
I225p,I186p
I225p,I187p
I225p,I188p
I225p,I223p
I225p,I224p
I225p,I227p
I225p,I228p
I225p,I233p
I225p,I235p
I225p,O007p
I227p,I187p
I227p,I188p
I227p,I224p
I227p,I225p
I227p,I233p
I227p,I235p
I227p,O002p
I227p,O007p
I227p,O011p
I227p,O014p
I228p,I186p
I228p,I188p
I228p,I189p
I228p,I192p
I228p,I193p
I228p,I225p
I228p,I229p
I228p,I233p
I228p,I235p
I228p,I237p
I229p,I188p
I229p,I190p
I229p,I192p
I229p,I193p
I229p,I228p
I229p,I231p
I229p,I233p
I229p,I235p
I229p,I237p
I229p,I239p
I231p,I193p
I231p,I200p
I231p,I201p
I231p,I239p
I231p,I240p
I231p,I241p
I231p,I244p
I231p,I245p
I231p,I246p
I231p,O017p
I233p,I188p
I233p,I192p
I233p,I225p
I233p,I227p
I233p,I228p
I233p,I229p
I233p,I235p
I233p,I237p
I233p,O014p
I233p,O016p
I235p,I188p
I235p,I225p
I235p,I227p
I235p,I228p
I235p,I229p
I235p,I233p
I235p,I237p
I235p,O014p
I235p,O016p
I235p,O018p
I237p,I193p
I237p,I228p
I237p,I229p
I237p,I233p
I237p,I235p
I237p,I239p
I237p,O014p
I237p,O016p
I237p,O017p
I237p,O018p
I239p,I193p
I239p,I231p
I239p,I237p
I239p,I240p
I239p,I244p
I239p,I245p
I239p,I246p
I239p,O017p
I239p,O018p
I239p,O019p
I240p,I193p
I240p,I195p
I240p,I200p
I240p,I201p
I240p,I231p
I240p,I239p
I240p,I241p
I240p,I242p
I240p,I244p
I240p,I245p
I241p,I201p
I241p,I240p
I241p,I242p
I241p,I243p
I241p,I244p
I241p,I245p
I241p,I246p
I241p,I248p
I241p,I249p
I241p,O022p
I242p,I200p
I242p,I201p
I242p,I240p
I242p,I241p
I242p,I243p
I242p,I246p
I242p,I248p
I242p,I249p
I242p,I250p
I242p,O022p
I243p,I203p
I243p,I241p
I243p,I242p
I243p,I248p
I243p,I249p
I243p,I250p
I243p,I251a
I243p,I251p
I243p,O022p
I243p,O023p
I244p,I200p
I244p,I201p
I244p,I231p
I244p,I239p
I244p,I240p
I244p,I241p
I244p,I245p
I244p,I246p
I244p,O017p
I244p,O019p
I245p,I201p
I245p,I231p
I245p,I239p
I245p,I240p
I245p,I241p
I245p,I244p
I245p,I246p
I245p,O017p
I245p,O019p
I245p,O031p
I246p,I231p
I246p,I241p
I246p,I242p
I246p,I244p
I246p,I245p
I246p,I248p
I246p,O017p
I246p,O022p
I246p,O023p
I246p,O031p
I248p,I200p
I248p,I201p
I248p,I241p
I248p,I242p
I248p,I243p
I248p,I246p
I248p,I249p
I248p,I250p
I248p,O022p
I248p,O023p
I249p,I203p
I249p,I241p
I249p,I242p
I249p,I243p
I249p,I248p
I249p,I250p
I249p,I251p
I249p,O022p
I249p,O023p
I249p,O028p
I250p,I243p
I250p,I248p
I250p,I249p
I250p,I251p
I250p,O022p
I250p,O023p
I250p,O028p
I250p,O030p
I250p,O036p
I250p,O039p
I251a,I203p
I251a,I204p
I251a,I205p
I251a,I243p
I251a,I249p
I251a,I251p
I251a,I252p
I251a,I253p
I251a,I255p
I251a,I256p
I251p,I203p
I251p,I243p
I251p,I249p
I251p,I250p
I251p,I251a
I251p,I252p
I251p,I255p
I251p,O028p
I251p,O039p
I251p,O040p
I252p,I205p
I252p,I251a
I252p,I251p
I252p,I253p
I252p,I254p
I252p,I255p
I252p,I256a
I252p,I256p
I252p,O040p
I252p,O041p
I253p,I205p
I253p,I208p
I253p,I252p
I253p,I254p
I253p,I255p
I253p,I256a
I253p,I256p
I253p,I257p
I253p,O041p
I253p,O044a
I254p,I252p
I254p,I253p
I254p,I256a
I254p,I256p
I254p,I257p
I254p,O041p
I254p,O044a
I254p,O044p
I254p,O045p
I254p,O046p
I255p,I251p
I255p,I252p
I255p,I254p
I255p,I256p
I255p,O039p
I255p,O040p
I255p,O041p
I255p,O042p
I255p,O044p
I255p,O049p
I256a,I252p
I256a,I253p
I256a,I254p
I256a,I256p
I256a,I257p
I256a,I261a
I256a,O041p
I256a,O044a
I256a,O045p
I256a,O046p
I256p,I252p
I256p,I253p
I256p,I254p
I256p,I255p
I256p,I256a
I256p,O040p
I256p,O041p
I256p,O044a
I256p,O044p
I256p,O045p
I257p,I208p
I257p,I253p
I257p,I254p
I257p,I256a
I257p,I258p
I257p,I261a
I257p,I263p
I257p,O044a
I257p,O046p
I257p,O059p
I258p,I208p
I258p,I209p
I258p,I212p
I258p,I256a
I258p,I257p
I258p,I259p
I258p,I261a
I258p,I262p
I258p,I263p
I258p,I264p
I259p,I212p
I259p,I213p
I259p,I258p
I259p,I260a
I259p,I260b
I259p,I262p
I259p,I263p
I259p,I264a
I259p,I264p
I259p,I265p
I260a,I213p
I260a,I214p
I260a,I259p
I260a,I260b
I260a,I262p
I260a,I264a
I260a,I264p
I260a,I265p
I260a,I272p
I260a,I273p
I260b,I212p
I260b,I213p
I260b,I259p
I260b,I260a
I260b,I262p
I260b,I263p
I260b,I264a
I260b,I264p
I260b,I265p
I260b,I273p
I261a,I254p
I261a,I256a
I261a,I257p
I261a,I258p
I261a,I263p
I261a,O044a
I261a,O046p
I261a,O059p
I261a,O060p
I261a,O061p
I262p,I212p
I262p,I258p
I262p,I259p
I262p,I260a
I262p,I260b
I262p,I261a
I262p,I263p
I262p,I264a
I262p,I264p
I262p,O060p
I263p,I257p
I263p,I258p
I263p,I259p
I263p,I261a
I263p,I262p
I263p,I264a
I263p,I264p
I263p,O059p
I263p,O060p
I263p,O061p
I264a,I259p
I264a,I260a
I264a,I260b
I264a,I262p
I264a,I263p
I264a,I264p
I264a,I273p
I264a,O060p
I264a,O062p
I264a,O063p
I264p,I258p
I264p,I259p
I264p,I260a
I264p,I260b
I264p,I262p
I264p,I263p
I264p,I264a
I264p,O060p
I264p,O062p
I264p,O063p
I265p,I213p
I265p,I214p
I265p,I215p
I265p,I259p
I265p,I260a
I265p,I260b
I265p,I264a
I265p,I272p
I265p,I273p
I265p,I274p
I268p,I215p
I268p,I216p
I268p,I265p
I268p,I272p
I268p,I274p
I268p,I275p
I268p,K279p
I268p,K286p
I268p,K287p
I268p,K322p
I272p,I214p
I272p,I215p
I272p,I260a
I272p,I260b
I272p,I264a
I272p,I265p
I272p,I268p
I272p,I273p
I272p,I274p
I272p,I275p
I273p,I214p
I273p,I260a
I273p,I260b
I273p,I264a
I273p,I264p
I273p,I265p
I273p,I268p
I273p,I272p
I273p,I274p
I273p,O063p
I274p,I214p
I274p,I215p
I274p,I216p
I274p,I260a
I274p,I265p
I274p,I268p
I274p,I272p
I274p,I273p
I274p,I275p
I274p,K322p
I275p,I268p
I275p,I272p
I275p,I273p
I275p,I274p
I275p,K286p
I275p,K287p
I275p,K321p
I275p,K322p
I275p,P002p
I275p,P004p
K189b,K189p
K189b,K201p
K189b,K203p
K189b,K204p
K189b,K205p
K189b,K221a
K189b,K221p
K189b,K222p
K189b,K224p
K189b,K226p
K189p,K189b
K189p,K201p
K189p,K203p
K189p,K204p
K189p,K205p
K189p,K221a
K189p,K221p
K189p,K222p
K189p,K224p
K189p,K226p
K192p,K189b
K192p,K189p
K192p,K204p
K192p,K205p
K192p,K207p
K192p,K209p
K192p,K233p
K192p,K234p
K192p,K235p
K192p,K237p
K196p,K235p
K196p,K237a
K196p,K237p
K196p,K240p
K196p,K241p
K196p,K242b
K196p,K273a
K196p,K273p
K196p,K275p
K196p,K276p
K201p,K189b
K201p,K189p
K201p,K203p
K201p,K204p
K201p,K221a
K201p,K221p
K201p,K222p
K201p,K224p
K201p,K225p
K201p,K226p
K203p,I120p
K203p,I148p
K203p,I149p
K203p,K221a
K203p,K221p
K203p,K222p
K203p,K223p
K203p,K224p
K203p,K225p
K203p,K244a
K204p,K189b
K204p,K189p
K204p,K192p
K204p,K201p
K204p,K205p
K204p,K207p
K204p,K209p
K204p,K221a
K204p,K226p
K204p,K227p
K205p,K189b
K205p,K189p
K205p,K192p
K205p,K201p
K205p,K204p
K205p,K207p
K205p,K209p
K205p,K221a
K205p,K226p
K205p,K233p
K207p,K192p
K207p,K204p
K207p,K205p
K207p,K209p
K207p,K233p
K207p,K234p
K207p,K235p
K207p,K237a
K207p,K237p
K207p,K274p
K209p,K189b
K209p,K192p
K209p,K204p
K209p,K205p
K209p,K207p
K209p,K226p
K209p,K233p
K209p,K234p
K209p,K235p
K209p,K296p
K221a,K201p
K221a,K203p
K221a,K221p
K221a,K222p
K221a,K224p
K221a,K225p
K221a,K226p
K221a,K227p
K221a,K244a
K221a,K245p
K221p,K201p
K221p,K203p
K221p,K221a
K221p,K222p
K221p,K223p
K221p,K224p
K221p,K225p
K221p,K226p
K221p,K227p
K221p,K244a
K222p,I120p
K222p,K203p
K222p,K221a
K222p,K221p
K222p,K223p
K222p,K224p
K222p,K225p
K222p,K226p
K222p,K244a
K222p,K244p
K223p,I120p
K223p,I149p
K223p,I180p
K223p,K203p
K223p,K221p
K223p,K222p
K223p,K224p
K223p,K225p
K223p,K244a
K223p,K247p
K224p,I120p
K224p,K201p
K224p,K203p
K224p,K221a
K224p,K221p
K224p,K222p
K224p,K223p
K224p,K225p
K224p,K226p
K224p,K244a
K225p,K221a
K225p,K221p
K225p,K222p
K225p,K223p
K225p,K224p
K225p,K226p
K225p,K244a
K225p,K244p
K225p,K245p
K225p,K246p
K226p,K201p
K226p,K221a
K226p,K221p
K226p,K222p
K226p,K224p
K226p,K225p
K226p,K227p
K226p,K244a
K226p,K245p
K226p,K246p
K227p,K221a
K227p,K221p
K227p,K225p
K227p,K226p
K227p,K244p
K227p,K245p
K227p,K246p
K227p,K248p
K227p,K260p
K227p,K282p
K233p,K192p
K233p,K204p
K233p,K205p
K233p,K207p
K233p,K209p
K233p,K234p
K233p,K235p
K233p,K274p
K233p,K292p
K233p,K296p
K234p,K207p
K234p,K209p
K234p,K233p
K234p,K235p
K234p,K237a
K234p,K237p
K234p,K273p
K234p,K274p
K234p,K296p
K234p,K304p
K235p,K192p
K235p,K207p
K235p,K233p
K235p,K234p
K235p,K237a
K235p,K237p
K235p,K273a
K235p,K273p
K235p,K274p
K235p,K304p
K237a,K235p
K237a,K237p
K237a,K240p
K237a,K241p
K237a,K273a
K237a,K273p
K237a,K274p
K237a,K307a
K237a,K307b
K237a,K307p
K237p,K196p
K237p,K234p
K237p,K235p
K237p,K237a
K237p,K240p
K237p,K241p
K237p,K273a
K237p,K273p
K237p,K307a
K237p,K307p
K240p,K196p
K240p,K237a
K240p,K237p
K240p,K241p
K240p,K242b
K240p,K273a
K240p,K273p
K240p,K275p
K240p,K276p
K240p,K277p
K241p,K237a
K241p,K240p
K241p,K242b
K241p,K273a
K241p,K273p
K241p,K275p
K241p,K276p
K241p,K277p
K241p,K307p
K241p,K312p
K242b,K196p
K242b,K240p
K242b,K241p
K242b,K275p
K242b,K276p
K242b,K277p
K242b,K278p
K242b,K312p
K242b,K317p
K242b,L314p
K244a,I180p
K244a,K222p
K244a,K223p
K244a,K225p
K244a,K244p
K244a,K245p
K244a,K246p
K244a,K247p
K244a,K248p
K244a,K250p
K244p,K225p
K244p,K244a
K244p,K245p
K244p,K246p
K244p,K247p
K244p,K248p
K244p,K249p
K244p,K250p
K244p,K280p
K244p,K281p
K245p,K225p
K245p,K227p
K245p,K244a
K245p,K244p
K245p,K246p
K245p,K248p
K245p,K260p
K245p,K281a
K245p,K281p
K245p,K282p
K246p,K225p
K246p,K227p
K246p,K244a
K246p,K244p
K246p,K245p
K246p,K248p
K246p,K250p
K246p,K281a
K246p,K281p
K246p,K282p
K247p,I151p
K247p,I180p
K247p,K223p
K247p,K244a
K247p,K244p
K247p,K248p
K247p,K249p
K247p,K250p
K247p,K279p
K247p,K280p
K248p,K244a
K248p,K244p
K248p,K245p
K248p,K246p
K248p,K247p
K248p,K249p
K248p,K250p
K248p,K280p
K248p,K281a
K248p,K281p
K249p,I180p
K249p,K244a
K249p,K244p
K249p,K247p
K249p,K248p
K249p,K250p
K249p,K279p
K249p,K280p
K249p,K286p
K249p,K287p
K250p,K244a
K250p,K244p
K250p,K246p
K250p,K247p
K250p,K248p
K250p,K249p
K250p,K279p
K250p,K280p
K250p,K281p
K250p,K288p
K260p,K227p
K260p,K245p
K260p,K246p
K260p,K248p
K260p,K281a
K260p,K281p
K260p,K282p
K260p,K291p
K260p,K292p
K260p,K331p
K273a,K237a
K273a,K237p
K273a,K241p
K273a,K273p
K273a,K307a
K273a,K307b
K273a,K307p
K273a,K311a
K273a,K312a
K273a,K312p
K273p,K235p
K273p,K237a
K273p,K237p
K273p,K240p
K273p,K241p
K273p,K273a
K273p,K307a
K273p,K307b
K273p,K307p
K273p,K312a
K274p,K234p
K274p,K235p
K274p,K237a
K274p,K273a
K274p,K273p
K274p,K304p
K274p,K307a
K274p,K307b
K274p,K307p
K274p,K340p
K275p,K240p
K275p,K241p
K275p,K242b
K275p,K273a
K275p,K273p
K275p,K276p
K275p,K277p
K275p,K307p
K275p,K311a
K275p,K312p
K276p,K240p
K276p,K241p
K276p,K273a
K276p,K275p
K276p,K277p
K276p,K307p
K276p,K311a
K276p,K312a
K276p,K312p
K276p,K353p
K277p,K241p
K277p,K242b
K277p,K275p
K277p,K276p
K277p,K278p
K277p,K311a
K277p,K312p
K277p,K317p
K277p,K353p
K277p,K358p
K278p,K242b
K278p,K277p
K278p,K317p
K278p,K360p
K278p,L312p
K278p,L314p
K278p,L315p
K278p,L352p
K278p,L413p
K278p,L414p
K279p,I180p
K279p,I216p
K279p,K247p
K279p,K248p
K279p,K249p
K279p,K250p
K279p,K280p
K279p,K286p
K279p,K287p
K279p,K288p
K280p,K244p
K280p,K248p
K280p,K249p
K280p,K250p
K280p,K279p
K280p,K281p
K280p,K286p
K280p,K287p
K280p,K288p
K280p,K321p
K281a,K244p
K281a,K245p
K281a,K246p
K281a,K248p
K281a,K250p
K281a,K260p
K281a,K280p
K281a,K281p
K281a,K282p
K281a,K288p
K281p,K244p
K281p,K245p
K281p,K246p
K281p,K248p
K281p,K250p
K281p,K260p
K281p,K280p
K281p,K281a
K281p,K282p
K281p,K288p
K282p,K227p
K282p,K245p
K282p,K246p
K282p,K248p
K282p,K260p
K282p,K281a
K282p,K281p
K282p,K288p
K282p,K291p
K282p,K331p
K286p,I216p
K286p,I268p
K286p,K249p
K286p,K250p
K286p,K279p
K286p,K280p
K286p,K287p
K286p,K288p
K286p,K321p
K286p,K322p
K287p,I216p
K287p,I268p
K287p,K249p
K287p,K250p
K287p,K279p
K287p,K280p
K287p,K286p
K287p,K288p
K287p,K321p
K287p,K322p
K288p,K248p
K288p,K250p
K288p,K279p
K288p,K280p
K288p,K281a
K288p,K281p
K288p,K286p
K288p,K287p
K288p,K321p
K288p,K322p
K291p,K227p
K291p,K260p
K291p,K281a
K291p,K281p
K291p,K282p
K291p,K292p
K291p,K296p
K291p,K330p
K291p,K331p
K291p,K338p
K292p,K233p
K292p,K260p
K292p,K281a
K292p,K282p
K292p,K291p
K292p,K296p
K292p,K331p
K292p,K338p
K292p,K341p
K292p,P022p
K296p,K233p
K296p,K234p
K296p,K260p
K296p,K291p
K296p,K292p
K296p,K331p
K296p,K338p
K296p,K340p
K296p,K341p
K296p,P022p
K304p,K234p
K304p,K273a
K304p,K273p
K304p,K274p
K304p,K307a
K304p,K307b
K304p,K307p
K304p,K312a
K304p,K340p
K304p,P025p
K307a,K237a
K307a,K273a
K307a,K273p
K307a,K274p
K307a,K304p
K307a,K307b
K307a,K307p
K307a,K311a
K307a,K312a
K307a,K312p
K307b,K273a
K307b,K273p
K307b,K274p
K307b,K304p
K307b,K307a
K307b,K307p
K307b,K311a
K307b,K312a
K307b,K312p
K307b,K353p
K307p,K237a
K307p,K273a
K307p,K273p
K307p,K276p
K307p,K307a
K307p,K307b
K307p,K311a
K307p,K312a
K307p,K312p
K307p,K353p
K311a,K273a
K311a,K275p
K311a,K276p
K311a,K307a
K311a,K307b
K311a,K307p
K311a,K312a
K311a,K312p
K311a,K353p
K311a,P041p
K312a,K273a
K312a,K273p
K312a,K276p
K312a,K307a
K312a,K307b
K312a,K307p
K312a,K311a
K312a,K312p
K312a,K353p
K312a,P041p
K312p,K273a
K312p,K275p
K312p,K276p
K312p,K277p
K312p,K307a
K312p,K307b
K312p,K307p
K312p,K311a
K312p,K312a
K312p,K353p
K317p,K276p
K317p,K277p
K317p,K278p
K317p,K358p
K317p,K360p
K317p,K361p
K317p,L352p
K317p,L413p
K317p,L414p
K317p,Q001p
K321p,I268p
K321p,I275p
K321p,K279p
K321p,K280p
K321p,K286p
K321p,K287p
K321p,K288p
K321p,K322p
K321p,K329p
K321p,P002p
K322p,I268p
K322p,I275p
K322p,K280p
K322p,K286p
K322p,K287p
K322p,K288p
K322p,K321p
K322p,K329p
K322p,P002p
K322p,P004p
K329p,K287p
K329p,K288p
K329p,K321p
K329p,K322p
K329p,K330p
K329p,K331p
K329p,P002p
K329p,P004p
K329p,P010p
K329p,P018p
K330p,K281a
K330p,K287p
K330p,K288p
K330p,K321p
K330p,K322p
K330p,K329p
K330p,K331p
K330p,P002p
K330p,P010p
K330p,P018p
K331p,K260p
K331p,K281a
K331p,K281p
K331p,K282p
K331p,K288p
K331p,K291p
K331p,K292p
K331p,K329p
K331p,K330p
K331p,P018p
K338p,K291p
K338p,K292p
K338p,K296p
K338p,K331p
K338p,K340p
K338p,K341p
K338p,P018p
K338p,P021p
K338p,P022p
K338p,P025p
K340p,K234p
K340p,K274p
K340p,K292p
K340p,K296p
K340p,K304p
K340p,K307a
K340p,K338p
K340p,K341p
K340p,P022p
K340p,P025p
K341p,K291p
K341p,K292p
K341p,K296p
K341p,K338p
K341p,K340p
K341p,P021p
K341p,P022p
K341p,P025p
K341p,P086p
K341p,P088p
K353p,K276p
K353p,K277p
K353p,K307b
K353p,K307p
K353p,K311a
K353p,K312a
K353p,K312p
K353p,K358p
K353p,P041p
K353p,P045p
K358p,K276p
K358p,K277p
K358p,K312p
K358p,K317p
K358p,K353p
K358p,K360p
K358p,K361p
K358p,L414p
K358p,P045p
K358p,Q001p
K360p,K277p
K360p,K317p
K360p,K358p
K360p,K361p
K360p,L352p
K360p,L413p
K360p,L414p
K360p,P045p
K360p,Q001p
K360p,Q002p
K361p,K278p
K361p,K317p
K361p,K358p
K361p,K360p
K361p,L352p
K361p,L413p
K361p,L414p
K361p,P045p
K361p,Q001p
K361p,Q002p
L312p,K242b
L312p,K278p
L312p,K317p
L312p,L314p
L312p,L315p
L312p,L352p
L312p,L360p
L312p,L364p
L312p,L413p
L312p,L414p
L314p,K278p
L314p,K317p
L314p,K361p
L314p,L312p
L314p,L315p
L314p,L352p
L314p,L360p
L314p,L364p
L314p,L413p
L314p,L414p
L315p,K278p
L315p,K317p
L315p,L312p
L315p,L314p
L315p,L352p
L315p,L360p
L315p,L364p
L315p,L413p
L315p,L414p
L315p,Q001p
L319p,L312p
L319p,L314p
L319p,L315p
L319p,L360p
L319p,L364p
L319p,L372p
L319p,Q003p
L319p,Q009p
L319p,Q013p
L319p,Q096c
L352p,K278p
L352p,K317p
L352p,K360p
L352p,K361p
L352p,L312p
L352p,L314p
L352p,L315p
L352p,L413p
L352p,L414p
L352p,Q001p
L360p,L312p
L360p,L314p
L360p,L315p
L360p,L319p
L360p,L352p
L360p,L364p
L360p,L372p
L360p,L413p
L360p,Q003p
L360p,Q009p
L364p,L312p
L364p,L314p
L364p,L315p
L364p,L352p
L364p,L360p
L364p,L413p
L364p,L414p
L364p,Q001p
L364p,Q003p
L364p,Q009p
L372p,L315p
L372p,L319p
L372p,L360p
L372p,L364p
L372p,Q003p
L372p,Q009p
L372p,Q013p
L372p,Q086p
L372p,Q095p
L372p,Q096c
L413p,K317p
L413p,K360p
L413p,K361p
L413p,L314p
L413p,L315p
L413p,L352p
L413p,L364p
L413p,L414p
L413p,Q001p
L413p,Q002p
L414p,K317p
L414p,K360p
L414p,K361p
L414p,L315p
L414p,L352p
L414p,L364p
L414p,L413p
L414p,Q001p
L414p,Q002p
